data,target
"[400.609985 406.359985 406.119995 406.589996 408.519989 411.48999
 411.640015 412.859985 411.450012 415.869995 417.26001  415.209991
 412.170013 416.070007 412.269989 416.73999  417.609985 417.519989
 417.399994 420.059998 417.299988]",0.9000240000000304
"[406.359985 406.119995 406.589996 408.519989 411.48999  411.640015
 412.859985 411.450012 415.869995 417.26001  415.209991 412.170013
 416.070007 412.269989 416.73999  417.609985 417.519989 417.399994
 420.059998 417.299988 418.200012]",-2.580016999999998
"[406.119995 406.589996 408.519989 411.48999  411.640015 412.859985
 411.450012 415.869995 417.26001  415.209991 412.170013 416.070007
 412.269989 416.73999  417.609985 417.519989 417.399994 420.059998
 417.299988 418.200012 415.619995]",0.13000499999998283
"[406.589996 408.519989 411.48999  411.640015 412.859985 411.450012
 415.869995 417.26001  415.209991 412.170013 416.070007 412.269989
 416.73999  417.609985 417.519989 417.399994 420.059998 417.299988
 418.200012 415.619995 415.75    ]",3.3200069999999755
"[408.519989 411.48999  411.640015 412.859985 411.450012 415.869995
 417.26001  415.209991 412.170013 416.070007 412.269989 416.73999
 417.609985 417.519989 417.399994 420.059998 417.299988 418.200012
 415.619995 415.75     419.070007]",3.0499880000000417
"[411.48999  411.640015 412.859985 411.450012 415.869995 417.26001
 415.209991 412.170013 416.070007 412.269989 416.73999  417.609985
 417.519989 417.399994 420.059998 417.299988 418.200012 415.619995
 415.75     419.070007 422.119995]",-4.1799930000000245
"[411.640015 412.859985 411.450012 415.869995 417.26001  415.209991
 412.170013 416.070007 412.269989 416.73999  417.609985 417.519989
 417.399994 420.059998 417.299988 418.200012 415.619995 415.75
 419.070007 422.119995 417.940002]",-3.7300109999999904
"[412.859985 411.450012 415.869995 417.26001  415.209991 412.170013
 416.070007 412.269989 416.73999  417.609985 417.519989 417.399994
 420.059998 417.299988 418.200012 415.619995 415.75     419.070007
 422.119995 417.940002 414.209991]",-8.799986999999987
"[411.450012 415.869995 417.26001  415.209991 412.170013 416.070007
 412.269989 416.73999  417.609985 417.519989 417.399994 420.059998
 417.299988 418.200012 415.619995 415.75     419.070007 422.119995
 417.940002 414.209991 405.410004]",4.869995000000017
"[415.869995 417.26001  415.209991 412.170013 416.070007 412.269989
 416.73999  417.609985 417.519989 417.399994 420.059998 417.299988
 418.200012 415.619995 415.75     419.070007 422.119995 417.940002
 414.209991 405.410004 410.279999]",6.299987999999985
"[417.26001  415.209991 412.170013 416.070007 412.269989 416.73999
 417.609985 417.519989 417.399994 420.059998 417.299988 418.200012
 415.619995 415.75     419.070007 422.119995 417.940002 414.209991
 405.410004 410.279999 416.579987]",-1.0599980000000073
"[415.209991 412.170013 416.070007 412.269989 416.73999  417.609985
 417.519989 417.399994 420.059998 417.299988 418.200012 415.619995
 415.75     419.070007 422.119995 417.940002 414.209991 405.410004
 410.279999 416.579987 415.519989]",-3.579987000000017
"[412.170013 416.070007 412.269989 416.73999  417.609985 417.519989
 417.399994 420.059998 417.299988 418.200012 415.619995 415.75
 419.070007 422.119995 417.940002 414.209991 405.410004 410.279999
 416.579987 415.519989 411.940002]",-1.080016999999998
"[416.070007 412.269989 416.73999  417.609985 417.519989 417.399994
 420.059998 417.299988 418.200012 415.619995 415.75     419.070007
 422.119995 417.940002 414.209991 405.410004 410.279999 416.579987
 415.519989 411.940002 410.859985]",4.420014000000037
"[412.269989 416.73999  417.609985 417.519989 417.399994 420.059998
 417.299988 418.200012 415.619995 415.75     419.070007 422.119995
 417.940002 414.209991 405.410004 410.279999 416.579987 415.519989
 411.940002 410.859985 415.279999]",-0.3399970000000394
"[416.73999  417.609985 417.519989 417.399994 420.059998 417.299988
 418.200012 415.619995 415.75     419.070007 422.119995 417.940002
 414.209991 405.410004 410.279999 416.579987 415.519989 411.940002
 410.859985 415.279999 414.940002]",4.23001099999999
"[417.609985 417.519989 417.399994 420.059998 417.299988 418.200012
 415.619995 415.75     419.070007 422.119995 417.940002 414.209991
 405.410004 410.279999 416.579987 415.519989 411.940002 410.859985
 415.279999 414.940002 419.170013]",-0.9300230000000056
"[417.519989 417.399994 420.059998 417.299988 418.200012 415.619995
 415.75     419.070007 422.119995 417.940002 414.209991 405.410004
 410.279999 416.579987 415.519989 411.940002 410.859985 415.279999
 414.940002 419.170013 418.23999 ]",0.830016999999998
"[417.399994 420.059998 417.299988 418.200012 415.619995 415.75
 419.070007 422.119995 417.940002 414.209991 405.410004 410.279999
 416.579987 415.519989 411.940002 410.859985 415.279999 414.940002
 419.170013 418.23999  419.070007]",0.22000200000002224
"[420.059998 417.299988 418.200012 415.619995 415.75     419.070007
 422.119995 417.940002 414.209991 405.410004 410.279999 416.579987
 415.519989 411.940002 410.859985 415.279999 414.940002 419.170013
 418.23999  419.070007 419.290009]",0.75
"[417.299988 418.200012 415.619995 415.75     419.070007 422.119995
 417.940002 414.209991 405.410004 410.279999 416.579987 415.519989
 411.940002 410.859985 415.279999 414.940002 419.170013 418.23999
 419.070007 419.290009 420.040009]",-0.36999600000001465
"[418.200012 415.619995 415.75     419.070007 422.119995 417.940002
 414.209991 405.410004 410.279999 416.579987 415.519989 411.940002
 410.859985 415.279999 414.940002 419.170013 418.23999  419.070007
 419.290009 420.040009 419.670013]",0.6599740000000338
"[415.619995 415.75     419.070007 422.119995 417.940002 414.209991
 405.410004 410.279999 416.579987 415.519989 411.940002 410.859985
 415.279999 414.940002 419.170013 418.23999  419.070007 419.290009
 420.040009 419.670013 420.329987]",-1.5599980000000073
"[415.75     419.070007 422.119995 417.940002 414.209991 405.410004
 410.279999 416.579987 415.519989 411.940002 410.859985 415.279999
 414.940002 419.170013 418.23999  419.070007 419.290009 420.040009
 419.670013 420.329987 418.769989]",3.830016999999941
"[419.070007 422.119995 417.940002 414.209991 405.410004 410.279999
 416.579987 415.519989 411.940002 410.859985 415.279999 414.940002
 419.170013 418.23999  419.070007 419.290009 420.040009 419.670013
 420.329987 418.769989 422.600006]",-0.4100040000000149
"[422.119995 417.940002 414.209991 405.410004 410.279999 416.579987
 415.519989 411.940002 410.859985 415.279999 414.940002 419.170013
 418.23999  419.070007 419.290009 420.040009 419.670013 420.329987
 418.769989 422.600006 422.190002]",0.08999700000009625
"[417.940002 414.209991 405.410004 410.279999 416.579987 415.519989
 411.940002 410.859985 415.279999 414.940002 419.170013 418.23999
 419.070007 419.290009 420.040009 419.670013 420.329987 418.769989
 422.600006 422.190002 422.279999]",-0.6300049999999828
"[414.209991 405.410004 410.279999 416.579987 415.519989 411.940002
 410.859985 415.279999 414.940002 419.170013 418.23999  419.070007
 419.290009 420.040009 419.670013 420.329987 418.769989 422.600006
 422.190002 422.279999 421.649994]",1.9599909999998886
"[405.410004 410.279999 416.579987 415.519989 411.940002 410.859985
 415.279999 414.940002 419.170013 418.23999  419.070007 419.290009
 420.040009 419.670013 420.329987 418.769989 422.600006 422.190002
 422.279999 421.649994 423.609985]",0.7000130000001263
"[410.279999 416.579987 415.519989 411.940002 410.859985 415.279999
 414.940002 419.170013 418.23999  419.070007 419.290009 420.040009
 419.670013 420.329987 418.769989 422.600006 422.190002 422.279999
 421.649994 423.609985 424.309998]",0.9500119999999015
"[416.579987 415.519989 411.940002 410.859985 415.279999 414.940002
 419.170013 418.23999  419.070007 419.290009 420.040009 419.670013
 420.329987 418.769989 422.600006 422.190002 422.279999 421.649994
 423.609985 424.309998 425.26001 ]",-0.7799989999999184
"[415.519989 411.940002 410.859985 415.279999 414.940002 419.170013
 418.23999  419.070007 419.290009 420.040009 419.670013 420.329987
 418.769989 422.600006 422.190002 422.279999 421.649994 423.609985
 424.309998 425.26001  424.480011]",-2.3700260000001094
"[411.940002 410.859985 415.279999 414.940002 419.170013 418.23999
 419.070007 419.290009 420.040009 419.670013 420.329987 418.769989
 422.600006 422.190002 422.279999 421.649994 423.609985 424.309998
 425.26001  424.480011 422.109985]",-0.1399839999999699
"[410.859985 415.279999 414.940002 419.170013 418.23999  419.070007
 419.290009 420.040009 419.670013 420.329987 418.769989 422.600006
 422.190002 422.279999 421.649994 423.609985 424.309998 425.26001
 424.480011 422.109985 421.970001]",-7.049987999999985
"[415.279999 414.940002 419.170013 418.23999  419.070007 419.290009
 420.040009 419.670013 420.329987 418.769989 422.600006 422.190002
 422.279999 421.649994 423.609985 424.309998 425.26001  424.480011
 422.109985 421.970001 414.920013]",5.939971999999955
"[414.940002 419.170013 418.23999  419.070007 419.290009 420.040009
 419.670013 420.329987 418.769989 422.600006 422.190002 422.279999
 421.649994 423.609985 424.309998 425.26001  424.480011 422.109985
 421.970001 414.920013 420.859985]",2.25
"[419.170013 418.23999  419.070007 419.290009 420.040009 419.670013
 420.329987 418.769989 422.600006 422.190002 422.279999 421.649994
 423.609985 424.309998 425.26001  424.480011 422.109985 421.970001
 414.920013 420.859985 423.109985]",-0.5099789999999871
"[418.23999  419.070007 419.290009 420.040009 419.670013 420.329987
 418.769989 422.600006 422.190002 422.279999 421.649994 423.609985
 424.309998 425.26001  424.480011 422.109985 421.970001 414.920013
 420.859985 423.109985 422.600006]",2.5
"[419.070007 419.290009 420.040009 419.670013 420.329987 418.769989
 422.600006 422.190002 422.279999 421.649994 423.609985 424.309998
 425.26001  424.480011 422.109985 421.970001 414.920013 420.859985
 423.109985 422.600006 425.100006]",1.509978999999987
"[419.290009 420.040009 419.670013 420.329987 418.769989 422.600006
 422.190002 422.279999 421.649994 423.609985 424.309998 425.26001
 424.480011 422.109985 421.970001 414.920013 420.859985 423.109985
 422.600006 425.100006 426.609985]",0.8600160000000301
"[420.040009 419.670013 420.329987 418.769989 422.600006 422.190002
 422.279999 421.649994 423.609985 424.309998 425.26001  424.480011
 422.109985 421.970001 414.920013 420.859985 423.109985 422.600006
 425.100006 426.609985 427.470001]",0.23001100000004726
"[419.670013 420.329987 418.769989 422.600006 422.190002 422.279999
 421.649994 423.609985 424.309998 425.26001  424.480011 422.109985
 421.970001 414.920013 420.859985 423.109985 422.600006 425.100006
 426.609985 427.470001 427.700012]",0.359986000000049
"[420.329987 418.769989 422.600006 422.190002 422.279999 421.649994
 423.609985 424.309998 425.26001  424.480011 422.109985 421.970001
 414.920013 420.859985 423.109985 422.600006 425.100006 426.609985
 427.470001 427.700012 428.059998]",2.3699949999999035
"[418.769989 422.600006 422.190002 422.279999 421.649994 423.609985
 424.309998 425.26001  424.480011 422.109985 421.970001 414.920013
 420.859985 423.109985 422.600006 425.100006 426.609985 427.470001
 427.700012 428.059998 430.429993]",3.2900080000000003
"[422.600006 422.190002 422.279999 421.649994 423.609985 424.309998
 425.26001  424.480011 422.109985 421.970001 414.920013 420.859985
 423.109985 422.600006 425.100006 426.609985 427.470001 427.700012
 428.059998 430.429993 433.720001]",-0.7900080000000003
"[422.190002 422.279999 421.649994 423.609985 424.309998 425.26001
 424.480011 422.109985 421.970001 414.920013 420.859985 423.109985
 422.600006 425.100006 426.609985 427.470001 427.700012 428.059998
 430.429993 433.720001 432.929993]",1.5299980000000346
"[422.279999 421.649994 423.609985 424.309998 425.26001  424.480011
 422.109985 421.970001 414.920013 420.859985 423.109985 422.600006
 425.100006 426.609985 427.470001 427.700012 428.059998 430.429993
 433.720001 432.929993 434.459991]",-3.539978000000019
"[421.649994 423.609985 424.309998 425.26001  424.480011 422.109985
 421.970001 414.920013 420.859985 423.109985 422.600006 425.100006
 426.609985 427.470001 427.700012 428.059998 430.429993 433.720001
 432.929993 434.459991 430.920013]",4.59997599999997
"[423.609985 424.309998 425.26001  424.480011 422.109985 421.970001
 414.920013 420.859985 423.109985 422.600006 425.100006 426.609985
 427.470001 427.700012 428.059998 430.429993 433.720001 432.929993
 434.459991 430.920013 435.519989]",1.5599980000000642
"[424.309998 425.26001  424.480011 422.109985 421.970001 414.920013
 420.859985 423.109985 422.600006 425.100006 426.609985 427.470001
 427.700012 428.059998 430.429993 433.720001 432.929993 434.459991
 430.920013 435.519989 437.079987]",-1.4899910000000318
"[425.26001  424.480011 422.109985 421.970001 414.920013 420.859985
 423.109985 422.600006 425.100006 426.609985 427.470001 427.700012
 428.059998 430.429993 433.720001 432.929993 434.459991 430.920013
 435.519989 437.079987 435.589996]",0.6499940000000493
"[424.480011 422.109985 421.970001 414.920013 420.859985 423.109985
 422.600006 425.100006 426.609985 427.470001 427.700012 428.059998
 430.429993 433.720001 432.929993 434.459991 430.920013 435.519989
 437.079987 435.589996 436.23999 ]",-1.4899900000000343
"[422.109985 421.970001 414.920013 420.859985 423.109985 422.600006
 425.100006 426.609985 427.470001 427.700012 428.059998 430.429993
 433.720001 432.929993 434.459991 430.920013 435.519989 437.079987
 435.589996 436.23999  434.75    ]",-3.410004000000015
"[421.970001 414.920013 420.859985 423.109985 422.600006 425.100006
 426.609985 427.470001 427.700012 428.059998 430.429993 433.720001
 432.929993 434.459991 430.920013 435.519989 437.079987 435.589996
 436.23999  434.75     431.339996]",-6.369995000000017
"[414.920013 420.859985 423.109985 422.600006 425.100006 426.609985
 427.470001 427.700012 428.059998 430.429993 433.720001 432.929993
 434.459991 430.920013 435.519989 437.079987 435.589996 436.23999
 434.75     431.339996 424.970001]",6.089997000000096
"[420.859985 423.109985 422.600006 425.100006 426.609985 427.470001
 427.700012 428.059998 430.429993 433.720001 432.929993 434.459991
 430.920013 435.519989 437.079987 435.589996 436.23999  434.75
 431.339996 424.970001 431.059998]",3.4899899999999207
"[423.109985 422.600006 425.100006 426.609985 427.470001 427.700012
 428.059998 430.429993 433.720001 432.929993 434.459991 430.920013
 435.519989 437.079987 435.589996 436.23999  434.75     431.339996
 424.970001 431.059998 434.549988]",0.9100030000000174
"[422.600006 425.100006 426.609985 427.470001 427.700012 428.059998
 430.429993 433.720001 432.929993 434.459991 430.920013 435.519989
 437.079987 435.589996 436.23999  434.75     431.339996 424.970001
 431.059998 434.549988 435.459991]",4.480010999999934
"[425.100006 426.609985 427.470001 427.700012 428.059998 430.429993
 433.720001 432.929993 434.459991 430.920013 435.519989 437.079987
 435.589996 436.23999  434.75     431.339996 424.970001 431.059998
 434.549988 435.459991 439.940002]",1.079987000000017
"[426.609985 427.470001 427.700012 428.059998 430.429993 433.720001
 432.929993 434.459991 430.920013 435.519989 437.079987 435.589996
 436.23999  434.75     431.339996 424.970001 431.059998 434.549988
 435.459991 439.940002 441.019989]",-2.009978999999987
"[427.470001 427.700012 428.059998 430.429993 433.720001 432.929993
 434.459991 430.920013 435.519989 437.079987 435.589996 436.23999
 434.75     431.339996 424.970001 431.059998 434.549988 435.459991
 439.940002 441.019989 439.01001 ]",-0.18002299999994875
"[427.700012 428.059998 430.429993 433.720001 432.929993 434.459991
 430.920013 435.519989 437.079987 435.589996 436.23999  434.75
 431.339996 424.970001 431.059998 434.549988 435.459991 439.940002
 441.019989 439.01001  438.829987]",1.8200070000000323
"[428.059998 430.429993 433.720001 432.929993 434.459991 430.920013
 435.519989 437.079987 435.589996 436.23999  434.75     431.339996
 424.970001 431.059998 434.549988 435.459991 439.940002 441.019989
 439.01001  438.829987 440.649994]",-2.1399840000000836
"[430.429993 433.720001 432.929993 434.459991 430.920013 435.519989
 437.079987 435.589996 436.23999  434.75     431.339996 424.970001
 431.059998 434.549988 435.459991 439.940002 441.019989 439.01001
 438.829987 440.649994 438.51001 ]",-0.9200139999999806
"[433.720001 432.929993 434.459991 430.920013 435.519989 437.079987
 435.589996 436.23999  434.75     431.339996 424.970001 431.059998
 434.549988 435.459991 439.940002 441.019989 439.01001  438.829987
 440.649994 438.51001  437.589996]",3.559998000000064
"[432.929993 434.459991 430.920013 435.519989 437.079987 435.589996
 436.23999  434.75     431.339996 424.970001 431.059998 434.549988
 435.459991 439.940002 441.019989 439.01001  438.829987 440.649994
 438.51001  437.589996 441.149994]",-2.169983000000002
"[434.459991 430.920013 435.519989 437.079987 435.589996 436.23999
 434.75     431.339996 424.970001 431.059998 434.549988 435.459991
 439.940002 441.019989 439.01001  438.829987 440.649994 438.51001
 437.589996 441.149994 438.980011]",2.7799989999999184
"[430.920013 435.519989 437.079987 435.589996 436.23999  434.75
 431.339996 424.970001 431.059998 434.549988 435.459991 439.940002
 441.019989 439.01001  438.829987 440.649994 438.51001  437.589996
 441.149994 438.980011 441.76001 ]",0.7299800000000687
"[435.519989 437.079987 435.589996 436.23999  434.75     431.339996
 424.970001 431.059998 434.549988 435.459991 439.940002 441.019989
 439.01001  438.829987 440.649994 438.51001  437.589996 441.149994
 438.980011 441.76001  442.48999 ]",-0.3599850000000515
"[437.079987 435.589996 436.23999  434.75     431.339996 424.970001
 431.059998 434.549988 435.459991 439.940002 441.019989 439.01001
 438.829987 440.649994 438.51001  437.589996 441.149994 438.980011
 441.76001  442.48999  442.130005]",0.5499879999999848
"[435.589996 436.23999  434.75     431.339996 424.970001 431.059998
 434.549988 435.459991 439.940002 441.019989 439.01001  438.829987
 440.649994 438.51001  437.589996 441.149994 438.980011 441.76001
 442.48999  442.130005 442.679993]",1.1000060000000644
"[436.23999  434.75     431.339996 424.970001 431.059998 434.549988
 435.459991 439.940002 441.019989 439.01001  438.829987 440.649994
 438.51001  437.589996 441.149994 438.980011 441.76001  442.48999
 442.130005 442.679993 443.779999]",1.3299859999999057
"[434.75     431.339996 424.970001 431.059998 434.549988 435.459991
 439.940002 441.019989 439.01001  438.829987 440.649994 438.51001
 437.589996 441.149994 438.980011 441.76001  442.48999  442.130005
 442.679993 443.779999 445.109985]",0.8100280000000453
"[431.339996 424.970001 431.059998 434.549988 435.459991 439.940002
 441.019989 439.01001  438.829987 440.649994 438.51001  437.589996
 441.149994 438.980011 441.76001  442.48999  442.130005 442.679993
 443.779999 445.109985 445.920013]",1.0499879999999848
"[424.970001 431.059998 434.549988 435.459991 439.940002 441.019989
 439.01001  438.829987 440.649994 438.51001  437.589996 441.149994
 438.980011 441.76001  442.48999  442.130005 442.679993 443.779999
 445.109985 445.920013 446.970001]",-2.92999199999997
"[431.059998 434.549988 435.459991 439.940002 441.019989 439.01001
 438.829987 440.649994 438.51001  437.589996 441.149994 438.980011
 441.76001  442.48999  442.130005 442.679993 443.779999 445.109985
 445.920013 446.970001 444.040009]",-4.86001600000003
"[434.549988 435.459991 439.940002 441.019989 439.01001  438.829987
 440.649994 438.51001  437.589996 441.149994 438.980011 441.76001
 442.48999  442.130005 442.679993 443.779999 445.109985 445.920013
 446.970001 444.040009 439.179993]",0.6799919999999702
"[435.459991 439.940002 441.019989 439.01001  438.829987 440.649994
 438.51001  437.589996 441.149994 438.980011 441.76001  442.48999
 442.130005 442.679993 443.779999 445.109985 445.920013 446.970001
 444.040009 439.179993 439.859985]",3.5
"[439.940002 441.019989 439.01001  438.829987 440.649994 438.51001
 437.589996 441.149994 438.980011 441.76001  442.48999  442.130005
 442.679993 443.779999 445.109985 445.920013 446.970001 444.040009
 439.179993 439.859985 443.359985]",3.900025000000028
"[441.019989 439.01001  438.829987 440.649994 438.51001  437.589996
 441.149994 438.980011 441.76001  442.48999  442.130005 442.679993
 443.779999 445.109985 445.920013 446.970001 444.040009 439.179993
 439.859985 443.359985 447.26001 ]",0.7099910000000023
"[439.01001  438.829987 440.649994 438.51001  437.589996 441.149994
 438.980011 441.76001  442.48999  442.130005 442.679993 443.779999
 445.109985 445.920013 446.970001 444.040009 439.179993 439.859985
 443.359985 447.26001  447.970001]",0.940003000000047
"[438.829987 440.649994 438.51001  437.589996 441.149994 438.980011
 441.76001  442.48999  442.130005 442.679993 443.779999 445.109985
 445.920013 446.970001 444.040009 439.179993 439.859985 443.359985
 447.26001  447.970001 448.910004]",-2.6499940000000493
"[440.649994 438.51001  437.589996 441.149994 438.980011 441.76001
 442.48999  442.130005 442.679993 443.779999 445.109985 445.920013
 446.970001 444.040009 439.179993 439.859985 443.359985 447.26001
 447.970001 448.910004 446.26001 ]",3.9899900000000343
"[438.51001  437.589996 441.149994 438.980011 441.76001  442.48999
 442.130005 442.679993 443.779999 445.109985 445.920013 446.970001
 444.040009 439.179993 439.859985 443.359985 447.26001  447.970001
 448.910004 446.26001  450.25    ]",1.9800110000000473
"[437.589996 441.149994 438.980011 441.76001  442.48999  442.130005
 442.679993 443.779999 445.109985 445.920013 446.970001 444.040009
 439.179993 439.859985 443.359985 447.26001  447.970001 448.910004
 446.26001  450.25     452.230011]",-0.6700129999999831
"[441.149994 438.980011 441.76001  442.48999  442.130005 442.679993
 443.779999 445.109985 445.920013 446.970001 444.040009 439.179993
 439.859985 443.359985 447.26001  447.970001 448.910004 446.26001
 450.25     452.230011 451.559998]",0.23998999999992066
"[438.980011 441.76001  442.48999  442.130005 442.679993 443.779999
 445.109985 445.920013 446.970001 444.040009 439.179993 439.859985
 443.359985 447.26001  447.970001 448.910004 446.26001  450.25
 452.230011 451.559998 451.799988]",1.390013999999951
"[441.76001  442.48999  442.130005 442.679993 443.779999 445.109985
 445.920013 446.970001 444.040009 439.179993 439.859985 443.359985
 447.26001  447.970001 448.910004 446.26001  450.25     452.230011
 451.559998 451.799988 453.190002]",-0.11001499999991893
"[442.48999  442.130005 442.679993 443.779999 445.109985 445.920013
 446.970001 444.040009 439.179993 439.859985 443.359985 447.26001
 447.970001 448.910004 446.26001  450.25     452.230011 451.559998
 451.799988 453.190002 453.079987]",-1.6199960000000146
"[442.130005 442.679993 443.779999 445.109985 445.920013 446.970001
 444.040009 439.179993 439.859985 443.359985 447.26001  447.970001
 448.910004 446.26001  450.25     452.230011 451.559998 451.799988
 453.190002 453.079987 451.459991]",-0.5499869999999873
"[442.679993 443.779999 445.109985 445.920013 446.970001 444.040009
 439.179993 439.859985 443.359985 447.26001  447.970001 448.910004
 446.26001  450.25     452.230011 451.559998 451.799988 453.190002
 453.079987 451.459991 450.910004]",-1.9299929999999677
"[443.779999 445.109985 445.920013 446.970001 444.040009 439.179993
 439.859985 443.359985 447.26001  447.970001 448.910004 446.26001
 450.25     452.230011 451.559998 451.799988 453.190002 453.079987
 451.459991 450.910004 448.980011]",-3.5400090000001114
"[445.109985 445.920013 446.970001 444.040009 439.179993 439.859985
 443.359985 447.26001  447.970001 448.910004 446.26001  450.25
 452.230011 451.559998 451.799988 453.190002 453.079987 451.459991
 450.910004 448.980011 445.440002]",1.139985000000081
"[445.920013 446.970001 444.040009 439.179993 439.859985 443.359985
 447.26001  447.970001 448.910004 446.26001  450.25     452.230011
 451.559998 451.799988 453.190002 453.079987 451.459991 450.910004
 448.980011 445.440002 446.579987]",-2.409974000000034
"[446.970001 444.040009 439.179993 439.859985 443.359985 447.26001
 447.970001 448.910004 446.26001  450.25     452.230011 451.559998
 451.799988 453.190002 453.079987 451.459991 450.910004 448.980011
 445.440002 446.579987 444.170013]",3.7099919999999997
"[444.040009 439.179993 439.859985 443.359985 447.26001  447.970001
 448.910004 446.26001  450.25     452.230011 451.559998 451.799988
 453.190002 453.079987 451.459991 450.910004 448.980011 445.440002
 446.579987 444.170013 447.880005]",-0.7099919999999997
"[439.179993 439.859985 443.359985 447.26001  447.970001 448.910004
 446.26001  450.25     452.230011 451.559998 451.799988 453.190002
 453.079987 451.459991 450.910004 448.980011 445.440002 446.579987
 444.170013 447.880005 447.170013]",-5.770018999999934
"[439.859985 443.359985 447.26001  447.970001 448.910004 446.26001
 450.25     452.230011 451.559998 451.799988 453.190002 453.079987
 451.459991 450.910004 448.980011 445.440002 446.579987 444.170013
 447.880005 447.170013 441.399994]",-7.3599850000000515
"[443.359985 447.26001  447.970001 448.910004 446.26001  450.25
 452.230011 451.559998 451.799988 453.190002 453.079987 451.459991
 450.910004 448.980011 445.440002 446.579987 444.170013 447.880005
 447.170013 441.399994 434.040009]",-0.4100040000000149
"[447.26001  447.970001 448.910004 446.26001  450.25     452.230011
 451.559998 451.799988 453.190002 453.079987 451.459991 450.910004
 448.980011 445.440002 446.579987 444.170013 447.880005 447.170013
 441.399994 434.040009 433.630005]",4.229979999999955
"[447.970001 448.910004 446.26001  450.25     452.230011 451.559998
 451.799988 453.190002 453.079987 451.459991 450.910004 448.980011
 445.440002 446.579987 444.170013 447.880005 447.170013 441.399994
 434.040009 433.630005 437.859985]",5.32000800000003
"[448.910004 446.26001  450.25     452.230011 451.559998 451.799988
 453.190002 453.079987 451.459991 450.910004 448.980011 445.440002
 446.579987 444.170013 447.880005 447.170013 441.399994 434.040009
 433.630005 437.859985 443.179993]",0.7300110000000473
"[446.26001  450.25     452.230011 451.559998 451.799988 453.190002
 453.079987 451.459991 450.910004 448.980011 445.440002 446.579987
 444.170013 447.880005 447.170013 441.399994 434.040009 433.630005
 437.859985 443.179993 443.910004]",-1.2699889999999527
